inventor_id,name,country
fl:ho_ln:spector-1,Howard SPECTOR,US
fl:ho_ln:spencer-4,Howard James Spencer,GB
fl:ho_ln:spiegelhalter-1,Horst Spiegelhalter,DE
fl:ho_ln:steffens-1,Holger Steffens,DE
fl:ho_ln:steinhage-1,Holger Steinhage,DE
fl:ho_ln:stibbe-1,Holger Stibbe,US
fl:ho_ln:strong-2,"Hovey R. Strong, Jr.",US
fl:ho_ln:suh-1,Ho-Cheol Suh,KR
fl:ho_ln:sun-40,Hong Sun,CN
fl:ho_ln:sun-60,Hongyu Sun,CN
fl:ho_ln:sun-66,Hongbin Sun,CN
fl:ho_ln:sun-77,Hongwei Sun,CN
fl:ho_ln:sun-91,Hongtao Sun,CN
fl:ho_ln:sun-92,Hongda Sun,CN
fl:ho_ln:sutton-1,Howard Winston Tyrrell Sutton,GB
fl:ho_ln:sze-2,Hobart Sze,US
fl:ho_ln:tang-13,Howard C. Tang,US
fl:ho_ln:tang-14,Howard H. Tang,US
fl:ho_ln:tang-47,Hoyoung Tang,KR
fl:ho_ln:tat-1,Hong Hue Tat,US
fl:ho_ln:tehraniniknejad-1,Hossein Tehrani Niknejad,JP
fl:ho_ln:tetrault-1,Howard D. Tetrault,US
fl:ho_ln:thomas-1,Horatio R. Thomas,US
fl:ho_ln:thomas-4,Howard John Thomas,GB
fl:ho_ln:tian-18,Hongbo Tian,CN
fl:ho_ln:toong-1,Hoo-min D. TOONG,US
fl:ho_ln:tran-36,Hoa T. Tran,US
fl:ho_ln:troung-1,Hong-An Troung,US
fl:ho_ln:truong-12,Hong Linh Truong,CH
fl:ho_ln:tsai-22,Hong-Shin TSAI,TW
fl:ho_ln:tseng-7,Horng-Huei Tseng,TW
fl:ho_ln:tsui-4,Hon-Chung Tsui,US
fl:ho_ln:tu-5,Hong Jun Tu,CN
fl:ho_ln:turner-3,Howard W. Turner,US
fl:ho_ln:ulbrich-3,Holger Ulbrich,DE
fl:ho_ln:ulmer-1,Holger Ulmer,DE
fl:ho_ln:unger-1,Holger Unger,DE
fl:ho_ln:unger-2,Howard Unger,US
fl:ho_ln:urnovitz-1,Howard Urnovitz,US
fl:ho_ln:varga-1,Horst Varga,DE
fl:ho_ln:voelkel-1,Holger Voelkel,DE
fl:ho_ln:vong-2,Hoss Vong,CN
fl:ho_ln:vonrecum-1,Horst A. von Recum,US
fl:ho_ln:vu-5,Hoang Dung Vu,SG
fl:ho_ln:vu-7,Hoang Ngoc Minh Vu,US
fl:ho_ln:walls-1,Howard Jerome Walls,US
fl:ho_ln:walter-3,Holger Walter,DE
fl:ho_ln:wan-12,Hong Wan,CN
fl:ho_ln:wan-20,Hongtao Wan,CN
fl:ho_ln:wang-107,Hongxing Wang,CN
fl:ho_ln:wang-11,Hoau-Yan Wang,US
fl:ho_ln:wang-112,Howard Wang,US
fl:ho_ln:wang-120,Hongqiang Wang,CN
fl:ho_ln:wang-126,Hongcheng Wang,US
fl:ho_ln:wang-128,Hongyu Wang,CN
fl:ho_ln:wang-129,Hongyu Wang,US
fl:ho_ln:wang-131,Hongbo Wang,SG
fl:ho_ln:wang-147,Honglai Wang,CN
fl:ho_ln:wang-195,Honglin Wang,JP
fl:ho_ln:wang-257,Hong Wang,US
fl:ho_ln:wang-259,Hong Wang,CN
fl:ho_ln:wang-261,Hong Wang,CN
fl:ho_ln:wang-95,Hongqiu Wang,CN
fl:ho_ln:we-1,Hong Bok We,US
fl:ho_ln:wei-61,Hongquan Wei,CN
fl:ho_ln:weiner-1,Howard L. Weiner,US
fl:ho_ln:weiss-7,Horst Weiss,DE
fl:ho_ln:weller-2,Horst Weller,DE
fl:ho_ln:wenske-1,Holger Wenske,DE
fl:ho_ln:wergen-1,Horst Wergen,DE
fl:ho_ln:wetter-1,Holger Wetter,DE
fl:ho_ln:wetzel-1,Holger Wetzel,DE
fl:ho_ln:wey-4,Ho Cheon Wey,KR
fl:ho_ln:wilkins-3,Holt Wilkins,US
fl:ho_ln:wolpert-1,Howard Wolpert,US
fl:ho_ln:won-2,Hoon Won,US
fl:ho_ln:wong-11,Ho Yin Starsky Wong,CN
fl:ho_ln:wong-25,Hon Wah Wong,CN
fl:ho_ln:wu-109,Hongjun Wu,CN
fl:ho_ln:wu-122,Hongjie Wu,US
fl:ho_ln:wu-137,Honglei Wu,US
fl:ho_ln:wu-51,Hong Wu,US
fl:ho_ln:wu-88,Hongjiang Wu,CN
fl:ho_ln:wu-93,Hongxing Wu,CN
fl:ho_ln:wu-94,Hongliang Wu,CN
fl:ho_ln:xiao-14,Hong Xiao,US
fl:ho_ln:xie-35,Hong Xie,CN
fl:ho_ln:xie-37,Hong Xie,US
fl:ho_ln:xu-115,Hongyuan Xu,CN
fl:ho_ln:xu-121,Hongjun Xu,CN
fl:ho_ln:xu-14,Hongjiang Xu,CN
fl:ho_ln:xu-29,Honghuai Xu,CN
fl:ho_ln:xu-56,Hong Xu,CN
fl:ho_ln:xu-62,Hongtao Xu,CN
fl:ho_ln:xue-4,Hongyong Xue,US
fl:ho_ln:yan-3,Hongping Yan,CN
fl:ho_ln:yan-38,Hongjun Yan,CN
fl:ho_ln:yan-45,Hongbin Yan,CN
fl:ho_ln:yang-107,Hongxia Yang,CN
fl:ho_ln:yang-118,Hongming Yang,NL
fl:ho_ln:yang-146,Hongzhang Yang,CN
fl:ho_ln:yang-192,Hongmei Yang,CN
fl:ho_ln:yang-200,Hongzhou Yang,US
fl:ho_ln:yang-33,Hong Yang,KR
fl:ho_ln:yang-41,Hong Yang,US
fl:ho_ln:yasuda-1,Hozumi Yasuda,JP
fl:ho_ln:yeh-7,Hong-Chuan Yeh,TW
fl:ho_ln:yeon-4,Howard Yeon,US
fl:ho_ln:yin-13,Howard Yin,US
fl:ho_ln:yin-6,Hongfeng Yin,US
fl:ho_ln:yong-2,Ho YONG,KR
fl:ho_ln:yoo-6,Houng Sik Yoo,KR
fl:ho_ln:yoon-21,Ho Jong Yoon,KR
fl:ho_ln:yoon-25,Ho Sub Yoon,KR
fl:ho_ln:yoon-55,Hongmin Yoon,KR
fl:ho_ln:yoon-67,Hoyoung YOON,KR
fl:ho_ln:yoon-73,Ho Eop Yoon,KR
fl:ho_ln:young-5,Hoi L. Young,US
fl:ho_ln:yu-104,Hongjun Yu,CN
fl:ho_ln:yu-26,Hongping Yu,CN
fl:ho_ln:yu-59,Hong Yu,US
fl:ho_ln:yuan-1,Hongfang Yuan,CN
fl:ho_ln:yuan-35,Hongfeng Yuan,CN
fl:ho_ln:yuan-4,Hongbin Yuan,CN
fl:ho_ln:yun-29,Hong Cheol Yun,KR
fl:ho_ln:yun-44,Hongying Yun,CN
fl:ho_ln:zang-2,HongMei Zang,US
fl:ho_ln:zanthoff-1,Horst-Werner Zanthoff,DE
fl:ho_ln:zeng-22,Hongjun Zeng,US
fl:ho_ln:zeng-3,Hongbo Zeng,CA
fl:ho_ln:zeng-7,Hong ZENG,CN
fl:ho_ln:zerza-1,Horst Zerza,DE
fl:ho_ln:zhan-10,Hongming Zhan,CN
fl:ho_ln:zhang-119,Hong Zhang,US
fl:ho_ln:zhang-130,Honglin Zhang,CN
fl:ho_ln:zhang-140,Hongliang Zhang,US
fl:ho_ln:zhang-141,Hongyuan Zhang,US
fl:ho_ln:zhang-147,Hongjiang Zhang,CN
fl:ho_ln:zhang-153,Hongxuan Zhang,US
fl:ho_ln:zhang-183,Hongping Zhang,CN
fl:ho_ln:zhang-185,Hongyun Zhang,CN
fl:ho_ln:zhang-207,Hongke Zhang,CN
fl:ho_ln:zhang-213,Hongmei Zhang,CN
fl:ho_ln:zhang-25,Hongyu Zhang,US
fl:ho_ln:zhang-29,Hongfei Zhang,JP
fl:ho_ln:zhang-52,Hongjie Zhang,CN
fl:ho_ln:zhang-65,Hongwei Zhang,CN
fl:ho_ln:zhang-94,Hong Liang Zhang,CN
fl:ho_ln:zhao-10,Hongyuan Zhao,SG
fl:ho_ln:zhao-27,Hong Zhao,US
fl:ho_ln:zhao-41,Hongwei Zhao,CN
fl:ho_ln:zhao-7,Hongjuan Zhao,US
fl:ho_ln:zheng-44,Hongzhong Zheng,US
fl:ho_ln:zhou-26,Hongyan ZHOU,CN
fl:ho_ln:zhou-38,Hong Zhou,CN
fl:ho_ln:zhou-68,Hongjun Zhou,US
fl:ho_ln:zhou-8,Hongying Zhou,US
fl:ho_ln:zhu-51,Hongbin Zhu,US
fl:ho_ln:zhu-57,Hong Zhu,CN
fl:ho_ln:zhu-64,Hong Zhu,CN
fl:ho_ln:zhu-66,Hongchen Zhu,CN
fl:ho_ln:zhu-81,Hongcheng Zhu,US
fl:ho_ln:zhu-86,Honglei Zhu,US
fl:ho_ln:zhuang-5,Hongcheng Zhuang,CN
fl:ho_ln:ziermann-1,Horst Ziermann,DE
fl:ho_ln:zou-1,Hongzhi Zou,US
fl:ho_ln:zoudlik-1,Holger Zoudlik,DE
fl:hr_ln:benko-1,Hrvoje Benko,US
fl:hr_ln:domitrovic-1,Hrvoje Domitrovic,HR
fl:hr_ln:gadagkar-1,Hrishikesh Gadagkar,US
fl:hr_ln:gossain-1,Hrishikesh Gossain,US
fl:hr_ln:mahapatro-1,Hrudaya Mahapatro,US
fl:hr_ln:panchawagh-1,Hrishikesh Vijaykumar Panchawagh,US
fl:hr_ln:sharma-1,Hrishikesh Sharma,IN
fl:hr_ln:subhash-1,Hrebesh Molly Subhash,IE
fl:hs_ln:chang-114,Hsiao-Chen CHANG,TW
fl:hs_ln:chang-167,Hsi-Che Chang,TW
fl:hs_ln:chang-231,Hsiu-Kang Chang,TW
fl:hs_ln:chang-255,Hsin He Chang,TW
fl:hs_ln:chang-272,Hsin-Chang Chang,TW
fl:hs_ln:chang-287,Hsin-Yuan Chang,TW
fl:hs_ln:chang-307,Hsuan-Man Chang,TW
fl:hs_ln:chang-54,Hsiang-Sheng Chang,TW
fl:hs_ln:chen-121,Hsuan-Chen Chen,TW
fl:hs_ln:chen-131,Hsi-Chien Chen,TW
fl:hs_ln:chen-184,Hsueh-Chun Chen,TW
fl:hs_ln:chen-191,Hsueh-Chung Chen,US
fl:hs_ln:chen-196,Hsueh-Shih Chen,TW
fl:hs_ln:chen-205,Hsin-Chia Chen,TW
fl:hs_ln:chen-220,Hsiao-Yung Chen,TW
fl:hs_ln:chen-236,Hsin-Hung Chen,TW
fl:hs_ln:chen-244,Hsin-Hsi Chen,TW
fl:hs_ln:chen-276,Hsin-Ping Chen,TW
fl:hs_ln:chen-299,Hsiu-Ting Chen,TW
fl:hs_ln:chen-341,Hsiang-Chou Chen,TW
fl:hs_ln:chen-359,Hsien-Chung Chen,TW
fl:hs_ln:chen-39,Hsuan-Kai Chen,TW
fl:hs_ln:chen-428,Hsi-Hsien Chen,TW
fl:hs_ln:chen-437,Hsiao-Hwa Chen,TW
fl:hs_ln:chen-438,Hsiao-Han Chen,TW
fl:hs_ln:chen-442,Hsin-Hsien Chen,TW
fl:hs_ln:chen-443,Hsu-Hsien Chen,TW
fl:hs_ln:chen-446,Hsien-Yeh Chen,TW
fl:hs_ln:chen-468,Hsin-Yu Chen,TW
fl:hs_ln:chen-47,Hsien-Ku Chen,TW
fl:hs_ln:chen-52,Hsiang-Wen Chen,TW
fl:hs_ln:chen-55,Hsin-Wen Chen,
fl:hs_ln:chen-58,Hsiao-Wen Chen,TW
fl:hs_ln:chen-63,Hsia-Wei Chen,TW
fl:hs_ln:chen-67,Hsien-Wen Chen,TW
fl:hs_ln:chen-68,Hsien-Wei Chen,TW
fl:hs_ln:chen-9,Hsiao-Fan CHEN,US
fl:hs_ln:cheng-101,Hsin-Pei Cheng,TW
fl:hs_ln:cheng-94,Hsi-Min Cheng,TW
fl:hs_ln:chiang-5,Hsiao-Wei D. Chiang,TW
fl:hs_ln:chiang-51,Hsin-Chih Chiang,TW
fl:hs_ln:chien-18,HSIU-WEN CHIEN,TW
fl:hs_ln:chien-24,Hsiu-Yun Chien,TW
fl:hs_ln:chien-9,Hsiao-Ching Chien,TW
fl:hs_ln:chiu-38,Hsin-Chih Chiu,TW
fl:hs_ln:chiu-55,Hsin-Tien Chiu,TW
fl:hs_ln:chiu-73,Hsien-Hsu Chiu,TW
fl:hs_ln:chou-15,Hsieh-Li Chou,TW
fl:hs_ln:chou-21,Hsueh-Liang Chou,TW
fl:hs_ln:chou-23,Hsiao-Pang Chou,TW
fl:hs_ln:chu-2,Hsing-Mao Chu,TW
fl:hs_ln:chu-33,Hsin-Hsu CHU,TW
fl:hs_ln:chu-38,Hsia-Ching Chu,TW
fl:hs_ln:chu-61,Hsien-Shih Chu,
fl:hs_ln:chuang-49,Hsing-Yen Chuang,US
fl:hs_ln:chuang-61,Hsieh-Chen CHUANG,TW
fl:hs_ln:chuang-9,Hsun-Hsin Chuang,TW
fl:hs_ln:chueh-2,Hsin-Ti Chueh,TW
fl:hs_ln:chung-52,Hsin-Chan CHUNG,TW
fl:hs_ln:fan-9,Hsiang-Pin Fan,TW
fl:hs_ln:fuh-1,Hsiehyu Fuh,US
fl:hs_ln:ho-11,Hsiu-Wei Ho,TW
fl:hs_ln:ho-36,Hsi-Hao HO,TW
fl:hs_ln:ho-55,Hsi-Chi Ho,TW
fl:hs_ln:ho-64,Hsin-Cheng Ho,TW
fl:hs_ln:hsiao-8,Hsi-Hung Hsiao,TW
fl:hs_ln:hsieh-113,Hsin-Che Hsieh,TW
fl:hs_ln:hsieh-60,Hsieh-Hung Hsieh,TW
fl:hs_ln:hsieh-81,Hsin-Yu Hsieh,TW
fl:hs_ln:hsieh-93,Hsin-Pei Hsieh,TW
fl:hs_ln:hsu-125,Hsiu-Wen Hsu,TW
fl:hs_ln:hsu-140,Hsiao-Yu Hsu,TW
fl:hs_ln:hsu-199,HsinLu Hsu,US
fl:hs_ln:hsu-211,Hsianglun Hsu,CN
fl:hs_ln:hsu-30,Hsuan-Hao Hsu,TW
fl:hs_ln:hsu-43,Hsiu-Ting Hsu,TW
fl:hs_ln:hsu-50,Hsueh-Far Hsu,TW
fl:hs_ln:hsu-97,Hsing-Yuan Hsu,TW
fl:hs_ln:hu-3,Hsien-Pin Hu,TW
fl:hs_ln:hu-8,Hsin-Hua Hu,US
fl:hs_ln:huang-136,Hsien-Te HUANG,TW
fl:hs_ln:huang-150,Hsin-Fu Huang,TW
fl:hs_ln:huang-179,Hsin-Hsuan Huang,TW
fl:hs_ln:huang-189,Hsuan-Chin HUANG,TW
fl:hs_ln:huang-20,Hsueh Li Huang,TW
fl:hs_ln:huang-210,Hsiang-Chien Huang,TW
fl:hs_ln:huang-217,Hsin-Che Huang,TW
fl:hs_ln:huang-222,Hsin-Chieh Huang,TW
fl:hs_ln:huang-235,Hsin-Ming Huang,TW
fl:hs_ln:huang-259,Hsing-Hsiung Huang,TW
fl:hs_ln:huang-278,Hsien-Jung Huang,TW
fl:hs_ln:huang-62,Hsueh-Ying Huang,TW
fl:hs_ln:huang-79,Hsuan-Yu Huang,TW
fl:hs_ln:hung-29,Hsuan-Hui Hung,TW
fl:hs_ln:hung-38,Hsiang-Ting Hung,TW
fl:hs_ln:ku-6,Hsiao-Tung Ku,TW
fl:hs_ln:kuo-2,Hsuan-Ting Kuo,TW
fl:hs_ln:kuo-9,Hsiu-Wei KUO,TW
fl:hs_ln:lai-54,Hsin-Yuan Lai,TW
fl:hs_ln:lee-136,Hsiao-Hui Lee,TW
fl:hs_ln:lee-158,Hsin-Chang Lee,TW
fl:hs_ln:lee-185,Hsiao-Chun Lee,TW
fl:hs_ln:lee-23,Hsien-Hsin Sean Lee,US
fl:hs_ln:lee-30,Hsing-Jui Lee,TW
fl:hs_ln:lee-58,Hsiang-Huan Lee,TW
fl:hs_ln:lee-69,Hsien-Ming Lee,TW
fl:hs_ln:lee-71,Hsing-Yu Lee,TW
fl:hs_ln:lee-73,Hsiang-Yu LEE,TW
fl:hs_ln:lee-88,Hsing-Ying Lee,TW
fl:hs_ln:li-128,Hsinlun Li,TW
fl:hs_ln:li-22,Hsueh-Wen Li,TW
fl:hs_ln:li-3,Hsiang-Pang Li,TW
fl:hs_ln:li-50,Hsiao Chang Li,US
fl:hs_ln:liang-17,Hsiu-Chiang Liang,
fl:hs_ln:liao-80,Hsueh-Sen Liao,TW
fl:hs_ln:lin-108,Hsiang-Wen Jimmy Lin,US
fl:hs_ln:lin-152,Hsin-Hua Lin,TW
fl:hs_ln:lin-166,Hsin-Chih Lin,TW
fl:hs_ln:lin-191,Hsing-Chih Lin,TW
fl:hs_ln:lin-201,Hsi-Chien Lin,TW
fl:hs_ln:lin-364,Hsin-An Lin,TW
fl:hs_ln:lin-369,Hsin-Yung Lin,TW
fl:hs_ln:lin-82,Hsuan-Sheng Lin,TW
fl:hs_ln:lin-9,Hsing-Lien Lin,TW
fl:hs_ln:lin-94,Hsin-Tai Lin,TW
fl:hs_ln:liu-195,Hsiang-Wei Liu,TW
fl:hs_ln:liu-35,Hsu-Shui Liu,TW
fl:hs_ln:liu-49,Hsien-Wen Liu,TW
fl:hs_ln:liu-78,Hsiao-Ping Liu,TW
fl:hs_ln:lo-27,Hsin-Hsiang Lo,TW
fl:hs_ln:lo-37,Hsiao Yun Lo,TW
fl:hs_ln:lo-6,Hsien-Ching Lo,US
fl:hs_ln:lu-103,Hsin-Yan Lu,TW
fl:hs_ln:lung-5,Hsiang-Lan Lung,TW
fl:hs_ln:meng-5,Hsin-Fei Meng,TW
fl:hs_ln:meng-7,Hsien-Liang Meng,TW
fl:hs_ln:pan-13,Hsin-Yu Pan,TW
fl:hs_ln:pan-5,Hsu-Pin Pan,TW
fl:hs_ln:peng-10,Hsiu-Lin Peng,
fl:hs_ln:shao-4,Hsin Shao,TW
fl:hs_ln:shen-14,Hsing-Lung SHEN,TW
fl:hs_ln:shen-15,Hsiang Yin Shen,TW
fl:hs_ln:shen-39,Hsin-Fa Shen,TW
fl:hs_ln:shih-11,Hsing-Ju Shih,TW
fl:hs_ln:shih-18,Hsueh-Kuan Shih,TW
fl:hs_ln:su-20,Hsiang-Ling Su,TW
fl:hs_ln:su-44,Hsuan-Jung Su,TW
fl:hs_ln:sung-2,Hsueh-Chang Sung,TW
fl:hs_ln:tang-20,Hsiang-Chi Tang,TW
fl:hs_ln:teng-17,Hsu-Hsuan Teng,TW
fl:hs_ln:tsai-101,Hsi-Chin Tsai,
fl:hs_ln:tsai-126,Hsin-Yun Tsai,TW
fl:hs_ln:tsai-128,Hsin-Yi Tsai,TW
fl:hs_ln:tsai-180,Hsiung-Kuang Tsai,TW
fl:hs_ln:tsai-181,HsinYu Tsai,US
fl:hs_ln:tsai-61,Hsien-Hung Tsai,TW
fl:hs_ln:tsao-5,Hsuan-Wei TSAO,TW
fl:hs_ln:tsau-1,Hsueh Wen Tsau,TW
fl:hs_ln:tu-14,Hsien-Ming Tu,TW
fl:hs_ln:tuan-1,Hsiao-Chin Tuan,TW
fl:hs_ln:tung-25,Hsueh Sung Tung,US
fl:hs_ln:wang-170,Hsiao-Chan Wang,TW
fl:hs_ln:wang-189,Hsien-Yu Wang,TW
fl:hs_ln:wang-191,Hsueh-Te Wang,TW
fl:hs_ln:wang-208,Hsin-Ken Wang,FR
fl:hs_ln:wang-25,Hsiu Hsien Wang,TW
fl:hs_ln:wang-275,Hsuan-I WANG,TW
fl:hs_ln:wei-21,Hsi-Chuan Wei,TW
fl:hs_ln:wei-32,Hsien-Ching WEI,TW
fl:hs_ln:wei-6,Hsiao-Kuan Wei,TW
fl:hs_ln:wu-206,Hsinho Wu,US
fl:hs_ln:wu-22,Hsiao-Wen Wu,TW
fl:hs_ln:wu-23,Hsiao-Wei Wu,TW
fl:hs_ln:wu-26,Hsin-Wei Wu,TW
fl:hs_ln:wu-37,Hsiang-Ming Wu,TW
fl:hs_ln:wu-49,Hsi-Jung Wu,US
fl:hs_ln:wu-51,Hsi-Yu Wu,TW
fl:hs_ln:wu-77,Hsin-Ying Wu,TW
fl:hs_ln:wu-83,Hsu-Hsiang Wu,US
fl:hs_ln:wu-84,Hsu-Ho Wu,TW
fl:hs_ln:yang-113,Hsiu-Po Yang,TW
fl:hs_ln:yang-132,Hsiu-Wei Yang,TW
fl:hs_ln:yang-5,Hsin-hsiang Yang,US
fl:hs_ln:yang-9,Hsin-Hung Yang,TW
fl:hs_ln:yao-5,Hsu-Hong Yao,TW
fl:hs_ln:yee-1,Hsian-Pei Yee,TW
fl:hs_ln:yeh-24,Hsueh-Fang Yeh,TW
fl:hs_ln:yeh-80,Hsin Yeh,TW
fl:hs_ln:yen-22,Hsueh-Bing Yen,TW
fl:hs_ln:yu-9,Hsiao-Hsuan Yu,US
fl:hs_ln:yuchen-1,Hsiu-Man Yu Chen,TW
fl:hs_ln:zan-1,Hsiao-Wen Zan,TW
fl:hu_ln:abuzaydeh-1,Husam Abu-Zaydeh,US
fl:hu_ln:ai-2,Hua Ai,US
fl:hu_ln:ali-1,Humayra Begum Ali,US
fl:hu_ln:almohssen-1,Husain Al-Mohssen,US
fl:hu_ln:almuallim-1,Huda Salman Almuallim,SA
fl:hu_ln:alsalem-1,Hussain Al-Salem,SA
fl:hu_ln:bai-2,Hua Bai,CN
fl:hu_ln:ballan-1,Hussein Ballan,CH
fl:hu_ln:battenbo-1,Huw Battenbo,GB
fl:hu_ln:bender-1,Hugo Bender,BE
fl:hu_ln:biber-1,Hugh William Biber,US
fl:hu_ln:bode-2,Hubert M. Bode,DE
fl:hu_ln:bohets-1,Hugo Bohets,BE
fl:hu_ln:bouillon-1,Hubert Bouillon,PT
fl:hu_ln:brunk-1,Hugh L. Brunk,US
fl:hu_ln:brunner-1,Hubert Brunner,DE
fl:hu_ln:bu-2,Huiming Bu,US
fl:hu_ln:cai-41,Hua Cai,US
fl:hu_ln:califf-1,Hugh Califf,US
fl:hu_ln:camargo-1,Hugo Camargo,US
fl:hu_ln:camkerten-1,Hüseyin Çamkerten,TR
fl:hu_ln:cao-15,Huy Cao,US
fl:hu_ln:cao-2,Hui Cao,US
fl:hu_ln:cao-45,Hua Cao,US
fl:hu_ln:carr-3,Hugh Carr,IE
fl:hu_ln:carrer-1,Hugo Santiago Carrer,AR
fl:hu_ln:chai-11,Huazhen Chai,US
fl:hu_ln:chan-17,HUNG-CHOU CHAN,TW
fl:hu_ln:chan-4,Hui Kuen Chan,US
fl:hu_ln:chang-149,Huan-Chia Chang,US
fl:hu_ln:chang-155,Huan-Tsung Chang,TW
fl:hu_ln:chang-187,Hung-Hsien Chang,TW
fl:hu_ln:chang-199,Huicheng Chang,TW
fl:hu_ln:chang-20,Hui-Ku Chang,TW
fl:hu_ln:chang-211,Huifeng Chang,CN
fl:hu_ln:chang-28,Hung-Sheng Chang,TW
fl:hu_ln:chang-56,Hung-Yi Chang,TW
fl:hu_ln:chang-72,Hung-Pin Chang,TW
fl:hu_ln:chang-77,Hung-Lin Chang,TW
fl:hu_ln:chao-25,Hui Chao,US
fl:hu_ln:chen-163,Hui-Hsu Chen,TW
fl:hu_ln:chen-173,Hung-Fong Chen,TW
fl:hu_ln:chen-19,Hung-Kun Chen,TW
fl:hu_ln:chen-22,Hung-Lung Chen,TW
fl:hu_ln:chen-241,Hui-Min Chen,US
fl:hu_ln:chen-271,Hui Chen,US
fl:hu_ln:chen-273,Hui Chen,CN
fl:hu_ln:chen-316,Hua Chen,CN
fl:hu_ln:chen-358,Huina Chen,US
fl:hu_ln:chen-36,Hung-Wei Chen,TW
fl:hu_ln:chen-377,Huaguo Chen,US
fl:hu_ln:chen-401,Huimin Chen,US
fl:hu_ln:chen-407,Huishun CHEN,CN
fl:hu_ln:chen-408,Huabin Chen,CN
fl:hu_ln:chen-41,Hung-Hao Chen,TW
fl:hu_ln:chen-434,Hualiang Chen,CN
fl:hu_ln:chen-479,Huamin Chen,US
fl:hu_ln:chen-48,Hung-Hsun Chen,TW
fl:hu_ln:chen-487,Huaimo Chen,US
fl:hu_ln:chen-524,Huaichao Chen,CN
fl:hu_ln:chen-7,Huei-Ying Chen,TW
fl:hu_ln:chen-89,Hung Chih Chen,US
fl:hu_ln:chen-97,Huan-Neng Chen,TW
fl:hu_ln:cheng-14,Huai N. Cheng,US
fl:hu_ln:cheng-15,Huai-Yu Cheng,US
fl:hu_ln:cheng-9,Hung-Ta Cheng,TW
fl:hu_ln:chiang-26,Hung-Li Chiang,TW
fl:hu_ln:chiang-31,Hung Jung Chiang,TW
fl:hu_ln:chien-18,Hung-Liang Chien,TW
fl:hu_ln:chien-31,Hung-Chang Chien,US
fl:hu_ln:chien-38,Hung-Ming Chien,US
fl:hu_ln:chim-1,Huong T. Chim,US
fl:hu_ln:choi-22,Hun-Dae Choi,KR
fl:hu_ln:choo-1,Hunsoo Choo,US
fl:hu_ln:chou-3,Hui-Mei Chou,TW
fl:hu_ln:chou-33,Hung-Sheng Chou,TW
fl:hu_ln:chou-46,Hung-Lin Chou,TW
fl:hu_ln:chow-4,Hung Chow,CN
fl:hu_ln:chu-17,Hung-Chi Chu,TW
fl:hu_ln:chung-29,Hui-Hsueh Chung,TW
fl:hu_ln:chung-32,Hua Chung,US
fl:hu_ln:clement-1,Hugues Clement,CA
fl:hu_ln:cover-1,Hugh Cover,US
fl:hu_ln:cui-22,Huawei Cui,CN
fl:hu_ln:cui-30,Hua Cui,US
fl:hu_ln:dai-7,Huixiong Dai,US
fl:hu_ln:dantzer-1,Hugh A. Dantzer,CA
fl:hu_ln:davies-5,Huw M. L. Davies,GB
fl:hu_ln:davis-6,Huntington Davis,US
fl:hu_ln:debruyn-1,Huub De Bruyn,NL
fl:hu_ln:delavega-1,Humberto de la Vega,US
fl:hu_ln:deng-34,Hui Deng,CN
fl:hu_ln:devries-4,Hugo De Vries,NL
fl:hu_ln:dinh-5,Hung Dinh,US
fl:hu_ln:divoux-1,Hubert Divoux,US
fl:hu_ln:dong-34,Hua Dong,US
fl:hu_ln:douglas-1,Hutch Douglas,US
fl:hu_ln:dourra-1,Hussein Dourra,US
fl:hu_ln:du-11,Hui Du,US
fl:hu_ln:du-16,Hua Du,CN
fl:hu_ln:du-28,Huabing Du,CN
fl:hu_ln:duchene-1,Hugo Duchene,FR
fl:hu_ln:dunbar-1,Hunter Dane Dunbar,US
fl:hu_ln:duncan-2,Hugues Duncan,US
fl:hu_ln:duong-4,Hung Duong,US
fl:hu_ln:elsherif-1,Hussein Elsherif,US
fl:hu_ln:ezzi-2,Husain Yusuf Ezzi,US
fl:hu_ln:fang-11,Hui Fang,CN
fl:hu_ln:fang-16,Huiying Fang,CN
fl:hu_ln:fang-20,Hu Fang,CN
fl:hu_ln:feng-7,Huining Feng,US
fl:hu_ln:finn-1,Hugh Finn,GB
fl:hu_ln:fischer-2,Hubertus Fischer,DE
fl:hu_ln:flack-1,Hugh Flack,US
fl:hu_ln:foong-1,Huey Chian Foong,SG
fl:hu_ln:franke-2,Hubertus Franke,US
fl:hu_ln:fu-51,Hualiang Fu,CN
fl:hu_ln:gaither-1,Hugh Gaither,US
fl:hu_ln:gan-12,Huadong Gan,US
fl:hu_ln:gao-3,Huai Gao,US
fl:hu_ln:gao-43,Huirong Gao,US
fl:hu_ln:gao-53,Huiping Gao,CN
fl:hu_ln:gayet-1,Hubert Gayet,FR
fl:hu_ln:ge-14,Huaichang Ge,CN
fl:hu_ln:gervais-2,Hugues Gervais,FR
fl:hu_ln:gicquel-1,Hugo Gicquel,SG
fl:hu_ln:gong-1,Hua Gong,US
fl:hu_ln:grandry-1,Hubert Grandry,FR
fl:hu_ln:greenwood-2,Hugh O. Greenwood,US
fl:hu_ln:greinwalder-1,Hubert Greinwalder,DE
fl:hu_ln:guo-40,Hui Guo,CN
fl:hu_ln:ha-3,Hun Joo Ha,KR
fl:hu_ln:ha-8,Hung V. Ha,US
fl:hu_ln:halbritter-1,Hubert Halbritter,DE
