company_id,name
00077c7a-89c9-4d06-adb8-702ca7ed3788,Monocithic 3D Inc
0007e03e-d494-4309-9ac4-c87d8cc4f4da,Diehl Aerospace GmbH
0008790a-213b-4c1c-a3e1-4fcec010a63d,Universite de Strasbourg
000afbd5-1bad-4f5a-a945-1f2562895237,"Rudolph Technologies, Inc."
0020d656-f357-4bcb-acb5-646066168edc,ALFA LAVAL CORPORATE AB
0043813d-b3d0-4ec6-9b08-945841cd5141,President and Fellows of Harvard College
004e2d28-3bcf-464c-a619-f835d7785de7,WÄRTSILÄ OIL & GAS SYSTEMS AS
004ed6f8-345e-44bc-a255-549d5e7bc1c9,"AlterG, Inc."
0065d942-367f-4144-8e2d-34c28e3e9bd4,POMONA RICERCA S.R.L.
006a69f5-9a56-49fa-99a5-fcff40fc17e2,"XIONG HUA MACHINERY (SUZHOU) CO., LTD."
006c3088-7421-409a-bc9e-2638f441a223,WEGMANN AUTOMOTIVE USA
0072145b-979d-403d-89ad-3b723ffbc44a,"CPG Technologies, LLC"
007f2155-d37c-420f-8579-c58a2751266c,Veeco Instruments Inc.
007fc88d-9cc7-42d0-99a9-d79fecedb2e8,Geotech Corp
00824f5e-8f1d-4389-89db-3cd4b71843a6,Stellenbosch University
0083ea64-d869-403c-9ec8-fc797b51f300,"Project X, LLC"
00855834-08a0-4427-bb54-5179a7f1ad2b,Silicon Valley Factory LLC
0085f2f4-4a58-408f-b9c5-f2689d277d51,PYREOS LTD.
00890193-32c3-4b7e-912c-472204d560b9,"ADVANTAGE MEDICAL ELECTRONICS, LLC"
009ad0f7-4044-4667-8329-7d2383ecf3ad,"Nexenta Systems, Inc."
009b4863-e947-4fd1-9a93-a60a12f85fe0,"KAHTOOLA, INC."
00b1d731-096a-4261-be31-877973d58a09,"WWT North America Holdings, Inc."
00b5661b-d396-41af-89d8-e322a4925da6,Brien Holden Vision Institute Limited
00b78d6b-62a5-44a6-9387-a4acefc84f60,DETNET SOUTH AFRICA (PTY) LTD
00b9afc2-c96b-4662-bcab-e3bf37adae12,Hexion Inc.
00c05ad0-916a-47c2-9e50-303bb95b25f4,"Xiamen Tianma Micro-Electronics Co., Ltd."
00c6e889-e3db-4761-ba42-9d1df0d3fb6a,"MobiTV, Inc."
00cd0880-9324-4776-bff3-5c5e0c41b6e3,"Delta ID, Inc."
00d6944a-d903-4215-9db0-3c06b7988637,"GB ACT, INC."
00db617f-057a-4756-8d9a-147146a97ef5,Entera Bio Ltd.
00ea0d1a-b7ff-4cb8-8b4c-339a9c8443cb,"Zhejiang Dingsheng Outdoor Living Products Co., Ltd."
00f4e74e-2873-4ef5-81c3-5ed5929fd550,Can-Eng Partners Limited
010a4914-b79c-4bc6-b335-8f668aa27bc4,"TAYLOR MADE GOLF COMPANY, INC."
010b2552-6a7c-4d87-87a7-7f7e68c1f870,"Finewell Co., Ltd."
0114c508-1af6-4e82-9a6b-3b036ca408fe,"FUJIAN INSTITUTE OF RESEARCH ON THE STRUCTURE OF MATTER, CHINESE ACADEMY OF SCIENCES"
011eacaf-cb9f-4a07-9700-b6a8e21da0b5,JS Innovations LLC
011eccc6-e637-4bc6-b1ef-3261d66c4a58,NIDEC CORPORATION
011f9e67-f7a3-4589-8419-bcdff0a30639,"GoPro, Inc."
0125e0f8-a717-4b92-90bb-3eb1704722f7,"DNATRIX, INC."
0130503b-e82a-4b3b-857b-729b571f7903,"AST Products, Inc."
01326f41-3c37-43b8-8360-8aefd7291ae1,Alkermes Pharma Ireland Limited
013cb17a-3b3b-4c02-baeb-513927757798,"Whisker Labs, Inc."
014ca840-a137-4350-a943-57f90b7cd32b,HANNSTOUCH SOLUTION INCORPORATED
015aefef-2209-4eef-b42e-3fef89fdd02e,MEGGITT A/S
015b4cea-3c4a-4ccf-ab60-e4cc9949704c,"Oculus VR, LLC"
015e282b-9ee6-4785-b8e3-dd18adf187ad,OSLO UNIVERSITETSSYKEHUS HF
015f9e19-2e26-4b61-a79e-2e8050ae6f75,"K-TRONICS (SUZHOU) TECHNOLOGY CO., LTD."
0161c40e-047c-473c-bc55-5dd5393b8f18,GE Renewable Technologies Wind B.V.
0164885b-1bac-4876-9375-7a388be626c0,"Monolithic Power Systems, Inc."
017833d0-1488-43da-a291-041c04888ad4,NATIONAL UNIVERSITY CORPORATION CHIBA UNIVERSITY
01792812-47cf-42dd-afc1-38df6745e993,Quantcast Corporation
01807f1c-28b2-448d-a2c3-2a32de981327,"HMI MEDICAL INNOVATIONS, LLC"
018a8b27-67aa-4fb1-8e09-c8cc408f4071,"ADL, INC."
01905692-ce0d-488d-9eb8-d76d47e8c27e,ONKYO CORPORATION
0191c69e-d631-473b-9b04-00afb7d17eb8,NOVA Chemicals Corporation
0198b46b-be55-4674-b951-2f7c7c055298,"MIKAMI & CO., LTD"
019fb7ef-6aab-423e-806e-78fb530c9494,"BLUECAL CO., LTD."
01c2dc9c-0ed0-432c-8008-9a728dab092f,"Vision Ease, LP"
01caa7ee-d510-458c-98fd-f33725f2442e,Leybold Optics GmbH
01cd1b0b-00dc-41c6-a4cf-647de0a91636,"Packsize, LLC"
01d21351-1f31-463e-981d-1c1f682ca85e,Kyoto University
01dbd49a-c290-4985-8cd4-685a908fb0f3,Zeality Inc
01ffce24-cecb-44f3-871b-7ba285aac987,"Pivot Medical, Inc."
0205aac3-e547-4229-8555-28d77ed79378,1934612 Ontario Inc.
020c5bcd-5b39-4e39-ad1c-78589286e9c5,"Zhejiang Natural Travel Goods Co., Ltd."
022774d8-daab-4d5a-aa0b-dac600bb8c96,"Hologic, Inc."
02301435-a838-43cb-899d-d54d2579d6b6,EMC IP Holding Company LLC
023f36b6-abbb-47f0-b2d3-55ed907227d2,Bendix Commercial Vehicle Systems LLC
02407630-d767-4c11-9b9c-c50ed7675842,"Looking Glass Factory, Inc."
02435102-a5b6-4e4f-8d7d-2e64bf22842b,"TrackingPoint, Inc."
02485c10-392a-4773-ace0-bdb321cf84a7,"Firetide, Inc."
025b84ca-cf8d-479f-8c53-668450693ef3,CENTRO DI RICERCA PER L'ENOLOGIA (CRA-ENO)
026020f5-ee2d-45c9-b181-9d511b9e5ffd,Sivantos Pte. Ltd.
026491ef-748f-4414-977a-eadcb2cd3cd5,Basell Polyolefine GmbH
02766f13-dda0-4cb0-bcca-fba499661adf,MANDANIS ANGEWANDTE MECHANIK GMBH
0276feee-c989-4a65-998e-7099a0e80785,NSK LTD.
028343f3-dec7-440f-8469-445f71e9872a,"KYOSAN DENKI CO., LTD."
0289914c-cae9-48db-ac09-979f831ac2d6,SUPREMA INC.
0293f185-fe15-4f1c-bc05-213d3016a1fa,"Optis Cellular Technology, LLC"
0293f5ae-bf71-44fe-b4f9-665fc3c96b66,"Alpha and Omega Semiconductor, Ltd."
0295611b-ac98-4be9-a217-2ece4e8cc284,Hella KGaA Hueck & Co.
02a49f1d-19ae-4236-8782-2410edb8682c,DONESTA BIOSCIENCE B.V.
02a916f8-f930-43a4-aa2c-fe074b07427a,RF ELEMENTS SRO
02acdfff-6701-4d62-80c6-5469b0ec952b,SEG Automotive Germany GmbH
02af9d6c-5789-4dcc-a149-b139c648b765,ATV corporation
02c203a2-0634-4362-8da2-94d75537ec60,MEDIATEK SINGAPORE PTE. LTD.
02c6ce78-e808-41e4-817d-6e2da19546ce,"MUTUALINK, INC."
02cef5c7-7d13-42b0-805d-05fd40696fbd,RESEARCH INSTITUTE OF INDUSTRIAL SCIENCE & TECHNOLOGY
02d228df-da2a-4066-a3dc-2adaf8b64268,James Richard Spears MD PLLC
02d476f9-8769-4c65-a4eb-eaf1f856813b,Statens Serum Institut
02e0c0fa-8a26-475a-ba45-44f421e3ba1c,"THE WINE GROUP, INC."
02e3b496-9fab-4428-839a-c0f85e89489e,"NIPPON SOKEN, INC."
02e3d311-ec44-4cca-b394-2c596d274228,"REXON INDUSTRIAL CORP., LTD."
02e7f1f7-a246-4a3d-a55e-5e6b2a52ce2e,"BEIJING DIDI INFINITY TECHNOLOGY AND DEVELOPMENT CO., LTD."
02e942f4-5e23-4a94-b07c-708aad6333ff,BISIO PROGETTI S.P.A.
02f21059-f8cc-4f7e-9cee-ecfd35bdb268,Amunix Operating Inc.
030289c2-9373-4c97-a742-40a5de39cbd7,Trans Bio-Diesel Ltd.
0302be0f-0e1a-498e-96d1-d06f07d10af1,EGALAX_EMPIA TECHNOLOGY INC.
03047bbf-5f1d-45aa-b7a1-40887110a568,"RMB Systems, LLC"
03059fc6-184d-46da-bafa-c57c497e7d17,NEXION S.P.A.
030bc7c5-06bd-4bf2-a2fc-2cd38d4d681c,GRÜNENTHAL GMBH
030f0e8b-1b13-4ade-9f03-0de5d95709f2,Celgene International II Sàrl
0311be49-979c-427c-afd0-6554cf022f06,Imagination Technologies Limited
031a6311-ecc2-4ea7-8617-fa24978d8f60,BLUE RIVER TECHNOLOGY INC.
031e4ce5-f077-4b38-8b28-deccb132b153,"Welch Allyn, Inc."
03233c80-41b1-4166-9217-f7f2522192ca,CANCER RESEARCH TECHNOLOGY LIMITED
032529b2-fffd-497c-bc2a-ca2256f78e00,"Hangzhou Hikvision Digital Technology Co., Ltd."
032556df-af2e-473a-9623-dd33bdd26291,Ponsse Oyj
032c8070-0c40-4bbe-bd9f-a14e12af450d,"MOJ.IO, Inc."
033518fe-c13f-40b7-96f4-dd54b9a7508d,"MEMSIC, INC."
0337ccd2-8584-41d2-a789-a31f83a09a57,BRASKEM S.A.
033de246-0caa-4dbd-b476-3392073b612b,Superior Essex International Inc.
03410ddc-7614-4cde-850a-5b9f019be8f5,CHANGZHOU U SHENG ELECTRONIC LTD.
0344fafb-6f03-4770-9e88-5f4134975d18,ECO Holding 1 GmbH
034f491e-99cd-4643-ab06-aee6e4c06b47,"UKIMA CHEMICALS & COLOR MFG. CO., LTD."
0350699e-0a64-42b6-8f35-7b721f8cb4dd,SAUDI ARABIAN OIL COMPANY
035531e4-7ada-42a0-8bb1-c1040790e682,EXFO Inc.
0358cd99-b46b-4391-a906-e17049fa299f,OSRAM GmbH
035973d2-cf26-4e05-898e-5dc6aedaac11,"Skycatch, Inc."
03616318-9999-443f-95e1-779f150fba6f,TOYO ENGINEERING CORPORATION
03617531-0665-4022-8cb9-f40d270fc824,"Momenta Pharmaceuticals, Inc."
0365f774-1aaf-4c12-8b31-403b3f06e2d1,VIVOLUX AB
036f4a7c-391f-4ba9-b1a0-3e6eff8cbe7b,MAGSEE GMBH
03723bfe-3ed2-4e65-b1f7-18294625e9da,TE Connectivity Germany GmbH
037a8012-ae4e-46d6-b5d2-079d0487dc0a,"BOUNCE IMAGING, INC."
03805875-a756-4a86-be89-82af099b79ce,"Array BioPharma, Inc."
038070c3-3c21-4caa-86d9-2361c6310592,KUKA Roboter GmbH
0394635b-027f-4611-bfa6-ac24d195dbf1,1073849 ONTARIO LIMITED
039ff94a-59d9-4e04-ade4-b4b4ff4e6cdb,"ETAK Systems, LLC"
03a70edf-d844-4f5f-80bc-a826477b13fd,"DAIDO METAL CO., LTD."
03c56657-3b78-499b-90ca-a3423b6c7e11,BLUECARSHARING
03cee2e6-ba70-4803-abf0-8e8b575804c7,Centre Luxembourgeois de Recherches pour le Verre et la Ceramique S.A. (C.R.V.C.)
03da54bd-4ac8-4c8f-b291-b9a4956b385a,REVOACE INC. LIMITED
03da68fc-d46c-4688-a90b-af044e699c63,Universite De Mons
03e0e685-274b-486b-8113-67a6835a7cf4,Jura Elektroapparate AG
03e1c575-6577-4f08-a960-02cc01c5bbd9,Life Safety Distribution AG
03e1fca1-350a-41b3-8ce6-add7ac02372e,RISO KAGAKU CORPORATION
03e23d6e-9ccb-4679-b41c-df9cabfa1ae6,SUZUKI MOTOR CORPORATION
03f7faa8-b403-40f5-a6f7-240c4bb3f965,"Soraa Laser Diode, Inc."
03fa1b41-c06c-4895-a2d4-cdf5a09c1f47,"MEGMILK SNOW BRAND CO., LTD."
03fa656c-7e69-4f8a-853a-98146f22b7b6,"TeraDiode, Inc."
04016404-077f-4051-b1e9-5b90f52a2d62,Università Degli Studi Di Genova
040cc571-bda3-4bfa-8f13-b3e02ed490d3,CENTER FOR ABRASIVES AND REFRACTORIES RESEARCH & DEVELOPMENT C.A.R.R.D. GMBH
0412aa39-8a7a-4ef8-ba16-99d661654ec6,UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL—UFRGS
04166997-19b1-4fb8-8069-99b59e78a52f,"PREVOTY, INC."
04200dd3-b0f1-4692-b7d2-b228dead98f5,Oxyrane UK Limited
04225fed-1049-45fb-9513-265bf9cf3553,ADVANCED SENSORS LIMITED
04286cbe-09f8-4678-a777-007563e32936,General Motors LLC
04355ad1-35f4-4846-bded-48b30a9961ee,Helmholtz-Zentrum Geesthacht Zentrum für Material- und Küstenforschung GmbH
043802f0-2a7b-41c5-a94c-a156632ff2c0,Valeo North America
044f832d-9ab0-48d4-ac77-68aeae6e2213,UMICORE AG & CO. KG
0455287f-eb07-48bf-a4a1-2f73d7d842e9,"CEL Chemical & Supply, Inc."
04554734-ee5a-4a95-9882-5d6a07080a53,"Smiths Detection, Inc."
04629b0b-4299-4d54-8705-6babda9e5b41,Avery Dennison Corporation
046ebfbc-a7a2-4a5d-8312-a58160d0de95,INHA UNIVERSITY RESEARCH AND BUSINESS FOUNDATION
048b2efe-1ff2-4857-9bbc-18422f0f1910,GOOGLE LLC
048e7071-2d58-4954-9bd8-7ea35ba71ee5,"TaiGen Biotechnology Co., Ltd."
048eec33-0af3-439f-bd85-e7469f9125c9,BISH BASH PRODUCTIONS LTD.
049f7603-154e-4229-88e8-0ba9479b1b31,"Zia Mounting Solutions, LLC"
04a11ea6-66f5-4435-a703-29b15b4a7fd1,OP-HYGIENE IP GMBH
04a61266-6d17-4d03-9179-b30f925e473d,"Soliton, Inc."
04a9c146-8320-4633-8c7f-76087085d028,"Massively Parallel Technologies, Inc."
04aa84e6-11ce-4b28-aa13-d6ccb5f25e68,"Millennium Pharmaceuticals, Inc."
04b5b667-6005-453a-be57-efe5bec2654c,"HOVERPOWERED, LLC"
04b90102-d377-44bf-b1bd-2ce799d48cf4,Toshiba Electronic Devices & Storage Corporation
04be945a-89ac-41d3-bb00-5c76f005ec16,Aalto University Foundation sr
04c61852-b0c0-49f0-bd07-9b84f065ed3e,ARCELORMITTAL TUBULAR PRODUCTS LUXEMBOURG S.A.
04c72df9-63fb-40fc-872a-ec82b86e9318,"Corium International, Inc."
04caa46f-32a5-4220-ab74-a0d6204e81d8,MELITTA EUROPA GMBH & CO. KG
04cc8fcc-2c85-4900-8e4c-631b75ab5f17,"goTenna, Inc."
04d0aabc-123c-4a18-b0aa-a55fc51bdd4c,Dolby Laboratories Licensing Corporation
04d68255-1046-48f6-a66e-5c66f3f98d04,"NIPPON SHOKUBAI CO., LTD."
04dd7f83-28ba-4b90-aedd-0f47a6b42b6c,Vitec Holdings Italia SRL
04eaed86-9e0b-4b5f-85d5-acd2424606d8,NIDEC COPAL ELECTRONICS CORPORATION
04eea1ee-4652-4f9e-a96b-dd1976991d93,AXIA ACQUISITION CORPORATION
04ef250b-d0dc-4166-a489-b6efbf841aec,"Celera, Inc."
04f07ee9-d226-48c8-9e79-fba4f1993234,KACO GmbH + Co. KG
04fc848f-0dd0-4516-9428-01661442eb7d,"Blunt Wrap U.S.A., Inc."
05079b6d-f91f-4af7-87f9-04202bca181c,Deutsches Krebsforschungszentrum
0508147b-8d5e-4006-b3b1-6634d55f6ddb,Master Flo Valve Inc.
050f3e98-568e-45f4-9257-cb3288a2cd0c,"Toshiba America Business Solutions, Inc."
051819fe-0a6e-4c0b-941a-be52dcc80afc,Bio-Sep Limited
05277d32-145d-4fd3-a60c-cd29fb3ac068,"Apex Brands, Inc."
0537baae-7e47-49a5-89b5-82dcb4897b20,MICROPULVA LTD OY
05413ece-0a7f-4f64-97d9-4351176027af,KATHREIN-WERKE KG
054151c1-dfc8-4b6a-b559-15e6d667e92b,"ADVANCED HIGH POWER MULTI (ACT/XE) SOURCE ENERGY SCIENCE-TECH CO., LTD."
05443178-d5df-47f6-8c59-f9e0b1ca2ceb,Tactual Labs Co.
05540708-a6fc-44af-b7b7-01962bcdefe4,"KYORAKU CO., LTD."
055a53ca-30b6-44d3-912f-7f93f241aee7,Lancer Corporation
055f7e63-f055-4919-9023-1e99d8c32dab,MITAC COMPUTING TECHNOLOGY CORPORATION
056bc065-6889-4c8d-baf0-0a07cf6ebdc9,TOWER LABORATORIES LTD
05765958-0a31-4ffc-8c6d-a09aa3eb7dd0,The Governors of the University of Alberta
057761f9-ab39-4128-85ea-1d41524a2c5e,"ADVANCED OPTOELECTRONIC TECHNOLOGY, INC."
0579cdfa-515b-4ca5-b361-e0bfa15e3bc6,"NLT TECHNOLOGIES, LTD."
0585048b-4ec5-4e97-b7da-92eef82665ff,"TSUKISHIMA KIKAI CO., LTD."
058ec477-bd25-4a1e-9fdf-877a582aabfa,SAINT-GOBAIN CENTRE DE RECHERCHES ET D'ETUDES EUROPEEN
059c0d79-cb8c-4a5f-8ed4-054045c825af,TOKUYAMA DENTAL CORPORATION
059dc39e-dc5c-4204-a31d-2c9e53426eb0,SAMSUNG ELETRÔNICA DA AMAZÔNIA LTDA.
05a6b33a-69e6-4533-8935-bc5f7114ebd3,Board of Trustees of the University of Arkansas
05ae779b-67d7-4919-9125-baa7901970c7,EOSPACE INC.
05b81b5d-ccfd-426c-956b-0d4155d7c087,"JIANGSU LINYANG ENERGY CO., LTD."
05bb3b92-d9c3-47dd-bb4a-636111a3dd47,NORTH AMERICAN ROBOTICS CORPORATION
05c1f1d5-e9e1-44d8-ad62-8ee14b8035a5,FER-PAL Construction Ltd.
05cccb8c-2cec-49d5-ac22-6851606b2c8c,Tower Spring Global Limited
05cf77fd-6d22-4665-b4ff-256f64dc1e6a,Indena S.P.A.
05dde06c-61f5-41d9-824a-805bf9e70cac,
05dfed31-479f-403d-be35-e7c1a9d2c766,"SANGAMO THERAPEUTICS, INC."
05e2fdf7-b364-44a1-b11f-0a9f4cd946af,"Zinc, Inc."
05e91334-faae-46d2-85f7-bdc966d3ebbc,REGENESIS BIOREMEDIATION PRODUCTS
05ec788c-865b-4a10-a625-92e633289103,"Neopharm Co., Ltd."
05f6e24d-a0e1-4255-bb84-4c33da23ddda,"JANSSEN BIOTECH, INC."
05f89655-92c6-4478-bcda-7066eab9b8c6,"Globus Medical, Inc."
05f9fa2d-d9eb-4d80-90d1-364fa47c9555,"MLS CO., LTD."
05fb44e9-52ed-4e34-8473-d10394362cfc,TaeguTec Ltd.
05fe7630-b3c8-40d9-a77c-5b17bb242076,DUCOOL LTD.
0609cc17-343c-497f-b90b-dc1db74742e5,Pratt & Whitney Canada Corp.
0616ba22-0004-4602-9cce-923fb2eee4e3,National Sun Yat-Sen University
061c29ee-18d6-48be-8fb2-3562744efa02,OLON S.P.A.
061c5ac6-836f-4689-ab83-e91c5d439d9b,OUTDOOR SPORT INNOVATIONS LLC
0623929c-0dca-4572-89d4-0635a507b236,"C3 Nano, Inc."
0623c301-9a12-4669-a48d-83b5765106a3,"CTPG OPERATING, LLC"
0631a6f0-ed6f-4d25-a6c9-78a1d17385a6,Brose Fahrzeugteile GmbH & Co. Kommanditgesellschaft
0649e11c-9b8a-4e0c-aadc-9cd6f30172a3,SPECTRO ANALYTICAL INSTRUMENTS GMBH
064ac998-def5-42de-8459-158a2e360518,"Magic Leap, Inc."
065cf57d-e110-4d3d-959e-8d61e666cd3e,"MIDEA GROUP CO., LTD."
0664bc7f-b077-4610-97ab-3b5b17517ce7,Phoenix Baby LLC
066d7aa3-e7f3-4e52-a536-b7413a20feb1,LIMITED LIABILITY COMPANY “DISICON”
0672299e-0f70-48cb-af36-a2d28dc92351,SPAN TECH LLC
0684242a-fb1a-42f3-b710-b547a42c2076,"Lexmark International, Inc."
068849b5-d1c5-4c0b-b080-c7c18b46acfb,"All-Terrain Conversions, LLC"
06889df4-92a5-48fc-a907-bd75c05640a5,"SINTOKOGIO, LTD."
068d4853-741d-4a99-bcd2-029f5aea0d78,"Abu Dhabi Polymers Co., Ltd (Borouge) L.L.C."
069ce5ef-8ecf-46fe-acda-67cb9076ac9f,AMPLITUDE SYSTEMES
06a2e161-d13a-4f10-a451-694dc1aeb67d,ACCEDIAN NETWORKS INC.
06a86744-629b-4018-94c9-485d2b5a90aa,"Arboc Specialty Vehicles, LLC"
06aaaee0-30ba-42bc-a2b7-9c746f78350f,Airbus Defence and Space S.A.
06ad9a0d-bb6d-4435-80c6-e653b3ce987f,"UNIVERSITY OF GEORGIA RESEARCH FOUNDATION, INC."
06ba7ba3-6be1-4ddf-af00-ce6b63d86587,Hyundai Steel Company
06bb4f8c-03ae-420e-9174-e4cad08516f6,Andreas Stihl AG & Co. KG
06beeacf-5de9-4576-ab76-f136aec71d89,HERE GLOBAL B.V.
06eb833d-fddc-40c4-8cc9-1d1d59ab38e4,Gifu University
06f10684-ed40-4201-8a89-ad8d23ec5891,THE UNIVERSITY OF WESTERN ONTARIO
06f41444-4598-4cb4-8d91-a2eab32e5e26,"Sungrow Power Supply Co., Ltd."
06f6d1dd-df22-4824-b0e9-8bc66d013267,"Crown Packaging Technology, Inc."
06feda91-b317-4433-b6ec-bc9852149c1b,UTEC Geomarine Limited
06ffa924-5966-44c4-8105-66f6c872076d,"G. FALCON CYCLE-PARTS CO., LTD."
0717582c-6106-44f4-9d42-77a52dac623b,"BIOTEK INSTRUMENTS, INC"
07195520-d9ee-48a7-8cea-6bdd2ff67cfb,L&P Property Management Company
07347794-59ea-46ae-b465-52f032ff969b,"SenseDriver Technologies, LLC"
07354672-2f83-4b55-99b1-9063a5523a36,THE GLEASON WORKS
073ad68b-4aee-4b1c-a7ce-79e51cc8e37f,Membrane Recovery Ltd.
07408f40-90e3-4183-a16c-f161aa3ba074,"JAPAN TISSUE ENGINEERING CO., LTD."
07444865-5429-4d78-8cde-845a295b828a,"Willacoochee Industrial Fabrics, Inc."
074bc277-7a3b-4fc1-ae22-3e38e3b84ba7,Seattle Sports Company
076cd972-e7e2-4ad7-a2cb-ae9bebadce2b,"INDUSTRY-ACADEMIC COOPERATION FOUNDATION, YONSEI UNIVERSITY"
077b900b-e436-4829-9ab9-0aeabd47cded,"Medcatheters, Inc."
077e2bb5-00ed-41e2-b8e7-3b192faf04ce,Analogic Corporation
077f6314-9f91-478e-9730-f02d41787ee8,Elevate Technologies LLC
0781c23b-9464-499f-9523-7aed177a4b0d,CorTec GmbH
07848cfd-43a5-4617-91cf-f8ce990ccae6,National University Corporation University of Toyama
07897d2f-9cc0-41aa-94f2-cea91852bd6c,"COPRECI, S.COOP."
078b49f2-3895-4bc5-b932-ed8e81c96b93,ResMed R&D Germany GmbH
078c6471-8eae-44c0-83c5-6a1a84574586,DG National MFG Inc.
078f7dea-7a72-4053-b15e-cbb7601052da,"MDM ENTERPRISES, INC."
07940db4-5cb7-48ec-b1a0-df016b33cd43,"Taiwan Hodaka Industrial Co., Ltd."
079557bb-4d61-479b-8ede-e741978aeb34,"Cryptocode, Inc."
079c6541-4dd8-418a-940c-1d558db1d82a,Boston Pharmaceuticals Inc.
079e941b-a672-4d03-810d-6690d22d1973,SKULL SHAVER LLC
07b23e26-a81a-4de5-abea-65273bb812a5,AZOTEQ (PTY) LTD
07b5afcd-1a53-4b5d-a659-26ea4288cd5f,"Canserv, LLC"
07bb66c9-e850-4903-a507-5ddb3649ef5a,"Express Scripts Strategic Development, Inc."
07c75562-1cb6-4977-b4ce-f8321effc65d,ALAXALA NETWORKS CORPORATION
07e368e4-9c95-4a5e-99f2-419660c759c8,"REME TECHNOLOGIES, LLC"
07e52f37-e09e-4e0f-a129-265b32c7eba2,XI'AN TGOOD INTELLIGENT CHARGING TECHNOLOGY CO. LTD
07e8673e-134c-41bc-b638-849d81934de6,"HAN JOO ENGINEERING & CONSTRUCTION CO., LTD."
07e8edf5-e489-4fb4-8ac6-c9e290f94740,Intel IP Corporation
07ebb7fb-8a10-486b-9cbc-de9212fd5739,Aclara Technologies LLC
07f3a62d-4e7e-43cb-b41b-6da005faf09b,"ForSight Vision4, Inc."
08054875-7dcf-4618-903e-7050ec097214,ALK-ABELLO A/S
0810ba9c-7518-4390-8efb-326b16ce0cc7,"Six Continents Hotels, Inc."
0812937d-48d5-47f7-bea0-dfc74b62998e,"LARGAN PRECISION CO., LTD."
0816fac9-ac50-4306-96c0-10e0b0b18702,GEA Mechanical Equipment GmbH
0825c2b0-99e3-4d7b-a242-7034bbf710d3,"SAMHWA CAPACITOR CO., LTD."
083263c3-98f9-4e67-90cd-bd9901dd7811,FIRST WATER LIMITED
083b2c90-bc97-4ebf-bff6-3df5804b97c0,FUJITSU OPTICAL COMPONENTS LIMITED
08492457-d9af-4113-8f8d-0096b21b989b,New York Air Brake LLC
084a2652-cc05-409f-a90c-f93026631ca9,Chervon (HK) Limited
084cd8ee-9bb3-416d-a0e0-354c6dfb232d,KANGWON NATIONAL UNIVERSITY University-Industry Cooperation Foundation
0857c09c-a6fd-46e0-b966-92f87da0c7ef,"SHAVELOGIC, INC."
08606d37-52b6-4e07-8d5d-2683867b5a02,Fluke Corporation
08645e68-a05b-4449-a31a-a47ea11a941b,"Red Hat, Inc."
086e3224-3b4c-4013-8826-2cd4f091852e,Federal-Mogul Burscheid GmbH
08731c16-ed48-466c-922b-401842e177d8,Gurulogic Microsystems Oy
0875ff9f-dc23-4e97-bfa7-b5cfa0c7dfc5,PAOLO GOBBI FRATTINI S.R.L.
087cc598-5f5c-4182-beee-7e77da136a57,"SYNTILLA MEDICAL, LLC"
087db13a-c029-49bb-a5bd-bda576aa1368,"GOLD STANDARD INSTRUMENTS, LLC"
089b8fb4-0519-453d-826f-fb5fc8d7218d,UMN PHARMA INC.
08b31642-828a-4534-aa37-704b1070c214,THERMO GAMMA-METRICS PTY LTD
08bef568-ab55-469a-b75d-2badd581d9a5,"Ivenix, Inc."
08bfac66-a558-472d-8b32-8366088d3ed5,TITANIUM METALS CORPORATION
08cd93ce-4502-4cc8-9d78-3b923f0c0b0c,"Future Motion, Inc."
08db1059-f058-425e-b7be-c79992577bac,"206 ORTHO, INC."
08e40a76-4e60-4d5a-a6f6-43b2174524af,"TAMIRAS PER PTE. LTD., LLC"
08e847ab-2aeb-46fb-8cc0-e8d3ac002102,"ONU, LLC"
08f22f8a-1d88-4969-99a4-e36fa1967668,IFA-Technologies GmbH
08f24042-2009-4c09-8c1e-f578c4e1cf13,Botanic Century (Beijing) Co. Ltd.
08f25b24-e02b-458b-9ff4-393cee316eff,"Advanced Micro Devices, Inc."
08f87248-2322-4cce-9c7a-4a406be626be,"Colorado Roofing Products, LLC"
08f91805-6459-437d-a3d4-def133ef77d0,Wistron Corporation
09031c67-9dd7-4dd7-8861-4602b7f46b03,"Rutgers, The State University of New Jersey"
